"C24010_001E","C24010_001M","C24010_002E","C24010_002M","C24010_003E","C24010_003M","C24010_004E","C24010_004M","C24010_005E","C24010_005M","C24010_006E","C24010_006M","C24010_007E","C24010_007M","C24010_008E","C24010_008M","C24010_009E","C24010_009M","C24010_010E","C24010_010M","C24010_011E","C24010_011M","C24010_012E","C24010_012M","C24010_013E","C24010_013M","C24010_014E","C24010_014M","C24010_015E","C24010_015M","C24010_016E","C24010_016M","C24010_017E","C24010_017M","C24010_018E","C24010_018M","C24010_019E","C24010_019M","C24010_020E","C24010_020M","C24010_021E","C24010_021M","C24010_022E","C24010_022M","C24010_023E","C24010_023M","C24010_024E","C24010_024M","C24010_025E","C24010_025M","C24010_026E","C24010_026M","C24010_027E","C24010_027M","C24010_028E","C24010_028M","C24010_029E","C24010_029M","C24010_030E","C24010_030M","C24010_031E","C24010_031M","C24010_032E","C24010_032M","C24010_033E","C24010_033M","C24010_034E","C24010_034M","C24010_035E","C24010_035M","C24010_036E","C24010_036M","C24010_037E","C24010_037M","C24010_038E","C24010_038M","C24010_039E","C24010_039M","C24010_040E","C24010_040M","C24010_041E","C24010_041M","C24010_042E","C24010_042M","C24010_043E","C24010_043M","C24010_044E","C24010_044M","C24010_045E","C24010_045M","C24010_046E","C24010_046M","C24010_047E","C24010_047M","C24010_048E","C24010_048M","C24010_049E","C24010_049M","C24010_050E","C24010_050M","C24010_051E","C24010_051M","C24010_052E","C24010_052M","C24010_053E","C24010_053M","C24010_054E","C24010_054M","C24010_055E","C24010_055M","C24010_056E","C24010_056M","C24010_057E","C24010_057M","C24010_058E","C24010_058M","C24010_059E","C24010_059M","C24010_060E","C24010_060M","C24010_061E","C24010_061M","C24010_062E","C24010_062M","C24010_063E","C24010_063M","C24010_064E","C24010_064M","C24010_065E","C24010_065M","C24010_066E","C24010_066M","C24010_067E","C24010_067M","C24010_068E","C24010_068M","C24010_069E","C24010_069M","C24010_070E","C24010_070M","C24010_071E","C24010_071M","C24010_072E","C24010_072M","C24010_073E","C24010_073M","GEO_ID","NAME"
"502","130","292","75","147","63","81","46","73","45","8","13","10","16","0","12","0","12","10","16","27","21","0","12","0","12","27","21","0","12","29","36","22","34","7","11","52","45","0","12","34","39","11","18","23","36","0","12","18","22","0","12","44","49","30","47","14","16","23","20","0","12","16","19","7","12","26","30","18","27","8","12","0","12","210","70","94","51","14","14","14","14","0","12","17","26","17","26","0","12","0","12","30","26","0","12","0","12","20","19","10","17","33","40","10","16","23","37","21","23","0","12","0","12","0","12","0","12","10","16","10","16","1","3","77","54","31","48","46","27","0","12","0","12","0","12","0","12","18","29","0","12","11","17","7","12","1500000US530530703121","Block Group 1, Census Tract 703.12, Pierce County, Washington"
"1520","238","814","152","375","105","159","68","133","68","26","21","91","58","68","55","14","15","9","14","70","56","26","37","0","12","44","42","0","12","55","55","46","46","9","18","31","33","0","12","7","11","7","11","0","12","16","27","8","12","0","12","123","63","96","54","27","31","96","61","0","12","64","56","32","26","189","94","61","60","82","71","46","37","706","153","372","86","58","36","51","38","7","10","7","12","0","12","7","12","0","12","171","83","8","13","83","68","55","45","25","24","136","59","97","52","39","35","73","50","25","25","0","12","0","12","0","12","18","17","0","12","30","37","206","101","28","30","178","93","26","38","26","38","0","12","0","12","29","44","0","12","29","44","0","12","1500000US530530703122","Block Group 2, Census Tract 703.12, Pierce County, Washington"
"790","239","440","159","89","50","41","34","15","18","26","29","41","35","22","26","19","22","0","12","0","12","0","12","0","12","0","12","0","12","7","11","7","11","0","12","77","85","0","12","18","20","9","15","9","14","52","83","0","12","7","10","47","39","34","42","13","16","125","87","0","12","69","66","56","57","102","62","61","56","25","19","16","19","350","120","139","67","79","65","79","65","0","12","0","12","0","12","0","12","0","12","38","30","9","14","0","12","16","18","13","21","22","21","15","18","7","13","114","82","8","12","0","12","0","12","0","12","78","76","0","12","28","27","81","54","24","26","57","47","0","12","0","12","0","12","0","12","16","20","16","20","0","12","0","12","1500000US530530703123","Block Group 3, Census Tract 703.12, Pierce County, Washington"
"750","184","367","108","155","81","96","81","68","71","28","44","0","12","0","12","0","12","0","12","46","46","0","12","0","12","46","46","0","12","13","24","13","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","106","80","56","46","50","52","50","49","0","12","35","41","15","24","56","41","44","41","0","12","12","20","383","113","189","74","74","60","42","47","32","38","27","42","27","42","0","12","0","12","59","43","16","26","16","25","27","32","0","12","29","34","29","34","0","12","105","74","0","12","0","12","0","12","0","12","67","61","0","12","38","43","73","70","15","24","58","54","0","12","0","12","0","12","0","12","16","26","0","12","0","12","16","26","1500000US530530703131","Block Group 1, Census Tract 703.13, Pierce County, Washington"
"493","198","271","102","148","93","58","65","58","65","0","12","25","30","11","18","14","24","0","12","23","26","0","12","0","12","10","17","13","21","42","65","42","65","0","12","58","56","0","12","0","12","0","12","0","12","58","56","0","12","0","12","0","12","0","12","0","12","37","44","0","12","37","44","0","12","28","30","15","23","13","20","0","12","222","120","38","35","0","12","0","12","0","12","0","12","0","12","0","12","0","12","25","29","0","12","0","12","25","29","0","12","13","21","13","21","0","12","45","56","0","12","0","12","0","12","0","12","29","33","0","12","16","26","139","85","77","73","62","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703132","Block Group 2, Census Tract 703.13, Pierce County, Washington"
"819","242","407","143","126","82","91","72","91","72","0","12","19","31","0","12","19","31","0","12","16","26","0","12","0","12","16","26","0","12","0","12","0","12","0","12","20","29","0","12","0","12","0","12","0","12","20","29","0","12","0","12","111","89","81","80","30","39","67","65","0","12","53","60","14","23","83","61","29","35","19","31","35","42","412","129","146","88","71","73","14","23","57","68","33","50","0","12","33","50","0","12","28","31","0","12","0","12","28","31","0","12","14","23","14","23","0","12","111","66","68","63","0","12","0","12","0","12","0","12","10","17","33","52","155","75","99","68","56","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703133","Block Group 3, Census Tract 703.13, Pierce County, Washington"
"410","185","163","90","43","47","22","33","22","33","0","12","0","12","0","12","0","12","0","12","21","34","0","12","0","12","21","34","0","12","0","12","0","12","0","12","10","16","0","12","0","12","0","12","0","12","0","12","10","16","0","12","0","12","0","12","0","12","110","91","0","12","62","71","48","72","0","12","0","12","0","12","0","12","247","107","48","38","13","21","0","12","13","21","0","12","0","12","0","12","0","12","35","33","11","19","0","12","24","26","0","12","0","12","0","12","0","12","43","47","0","12","0","12","0","12","0","12","22","34","0","12","21","33","156","105","31","35","125","101","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703134","Block Group 4, Census Tract 703.13, Pierce County, Washington"
"582","190","288","130","113","91","89","87","89","87","0","12","24","30","0","12","24","30","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","16","24","0","12","0","12","0","12","0","12","0","12","16","24","0","12","38","47","12","21","26","41","68","44","0","12","0","12","68","44","53","52","39","47","14","24","0","12","294","140","99","50","75","48","61","47","14","22","0","12","0","12","0","12","0","12","24","29","9","15","0","12","15","24","0","12","0","12","0","12","0","12","21","33","21","33","0","12","0","12","0","12","0","12","0","12","0","12","32","30","0","12","32","30","58","86","0","12","58","86","0","12","84","73","28","34","56","67","0","12","1500000US530530703135","Block Group 5, Census Tract 703.13, Pierce County, Washington"
"1008","221","651","148","180","84","100","63","69","49","31","32","25","23","16","19","9","15","0","12","44","41","13","21","0","12","9","19","22","34","11","19","11","19","0","12","15","24","0","12","0","12","0","12","0","12","0","12","15","24","0","12","197","118","186","120","11","18","150","97","0","12","95","75","55","63","109","72","44","42","43","36","22","34","357","101","198","92","48","45","34","39","14","22","18","24","0","12","18","24","0","12","70","46","0","12","10","16","23","25","37","44","62","64","62","64","0","12","10","16","10","16","0","12","0","12","0","12","0","12","0","12","0","12","149","90","59","59","90","68","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703141","Block Group 1, Census Tract 703.14, Pierce County, Washington"
"699","237","314","77","137","73","85","46","67","41","18","20","38","58","0","12","38","58","0","12","8","13","8","13","0","12","0","12","0","12","6","11","6","11","0","12","9","14","0","12","9","14","9","14","0","12","0","12","0","12","0","12","36","29","27","25","9","15","48","44","0","12","29","34","19","29","84","68","56","56","14","23","14","23","385","198","156","84","71","57","14","22","57","54","15","23","0","12","0","12","15","23","63","64","8","14","0","12","55","63","0","12","7","13","7","13","0","12","176","163","0","12","0","12","0","12","0","12","78","76","0","12","98","143","53","32","18","22","35","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703142","Block Group 2, Census Tract 703.14, Pierce County, Washington"
"848","179","473","91","172","56","82","42","72","40","10","15","58","36","37","29","21","22","0","12","21","25","0","12","0","12","0","12","21","25","11","17","11","17","0","12","25","30","0","12","15","24","15","24","0","12","0","12","10","18","0","12","55","54","20","23","35","52","83","63","0","12","48","49","35","41","138","70","69","64","49","37","20","31","375","111","217","91","100","60","69","54","31","25","12","20","12","20","0","12","0","12","79","60","10","16","0","12","69","59","0","12","26","25","26","25","0","12","61","51","0","12","0","12","0","12","0","12","12","18","9","15","40","48","83","45","7","13","76","45","0","12","0","12","0","12","0","12","14","21","0","12","14","21","0","12","1500000US530530703151","Block Group 1, Census Tract 703.15, Pierce County, Washington"
"679","140","400","90","163","82","109","57","77","49","32","33","32","42","9","14","23","39","0","12","0","12","0","12","0","12","0","12","0","12","22","36","0","12","22","36","61","37","0","12","32","32","25","30","7","11","0","12","17","20","12","19","57","37","40","32","17","20","54","37","0","12","19","24","35","30","65","44","21","23","26","34","18","26","279","83","164","81","76","61","60","57","16","20","34","40","34","40","0","12","0","12","45","41","0","12","0","12","38","40","7","11","9","14","9","14","0","12","71","52","20","29","16","26","16","26","0","12","35","39","0","12","0","12","44","33","9","14","35","29","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703152","Block Group 2, Census Tract 703.15, Pierce County, Washington"
"1140","242","424","113","195","70","106","60","76","57","30","30","13","16","9","15","0","12","4","6","52","42","0","12","17","27","14","21","21","23","24","24","0","12","24","24","26","29","0","12","10","15","10","15","0","12","0","12","16","24","0","12","45","40","21","26","24","32","43","50","0","12","12","18","31","48","115","59","77","52","38","25","0","12","716","186","320","129","86","56","60","60","26","25","25","23","20","21","5","8","0","12","159","113","10","16","0","12","120","109","29","29","50","40","33","30","17","27","110","102","88","101","0","12","0","12","0","12","22","25","0","12","0","12","251","144","0","12","251","144","0","12","0","12","0","12","0","12","35","45","26","43","0","12","9","14","1500000US530530703153","Block Group 3, Census Tract 703.15, Pierce County, Washington"
"400","165","227","107","102","76","64","58","49","51","15","25","38","50","0","12","0","12","38","50","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","22","33","0","12","22","33","22","33","0","12","0","12","0","12","0","12","45","41","30","34","15","23","11","17","11","17","0","12","0","12","47","37","0","12","0","12","47","37","173","94","104","79","52","51","49","48","3","13","0","12","0","12","0","12","0","12","30","46","0","12","0","12","30","46","0","12","22","27","8","13","14","24","41","40","0","12","27","35","0","12","27","35","14","24","0","12","0","12","28","27","10","14","18","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703154","Block Group 4, Census Tract 703.15, Pierce County, Washington"
"1011","248","598","202","87","64","34","39","34","39","0","12","53","61","0","12","53","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","124","126","47","78","17","28","0","12","17","28","0","12","0","12","60","96","185","138","73","97","112","97","105","102","0","12","105","102","0","12","97","103","84","99","13","21","0","12","413","178","181","100","84","89","69","86","15","26","0","12","0","12","0","12","0","12","97","69","0","12","0","12","78","65","19","32","0","12","0","12","0","12","150","121","0","12","16","28","0","12","16","28","82","86","0","12","52","82","82","69","30","35","52","60","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530703161","Block Group 1, Census Tract 703.16, Pierce County, Washington"
"2323","319","1274","253","516","193","262","128","200","125","62","55","229","123","179","108","50","49","0","12","25","31","9","16","0","12","0","12","16","26","0","12","0","12","0","12","47","53","0","12","19","28","19","28","0","12","28","43","0","12","0","12","333","149","188","107","145","100","119","81","0","12","48","55","71","58","259","174","144","114","14","22","101","133","1049","185","399","126","195","88","133","89","62","51","0","12","0","12","0","12","0","12","172","95","37","47","33","39","77","63","25","39","32","37","14","21","18","30","263","156","128","137","0","12","0","12","0","12","86","70","0","12","49","56","370","139","44","44","326","130","0","12","0","12","0","12","0","12","17","28","17","28","0","12","0","12","1500000US530530703162","Block Group 2, Census Tract 703.16, Pierce County, Washington"
"729","105","402","76","141","46","109","42","64","36","45","29","19","15","6","10","8","8","5","8","5","7","0","12","0","12","5","7","0","12","8","6","4","7","4","6","52","41","0","12","0","12","0","12","0","12","13","17","14","13","25","33","46","41","15","22","31","29","94","67","0","12","76","65","18","23","69","34","18","15","12","15","39","28","327","72","81","35","40","28","16","14","24","23","13","14","7","10","6","9","0","12","15","16","12","14","0","12","3","6","0","12","13","11","9","10","4","6","54","37","18","19","0","12","0","12","0","12","28","25","8","11","0","12","162","56","61","47","101","41","0","12","0","12","0","12","0","12","30","29","30","29","0","12","0","12","1500000US530530704011","Block Group 1, Census Tract 704.01, Pierce County, Washington"
"349","79","209","59","63","40","48","36","44","36","4","6","15","17","15","17","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","48","39","0","12","20","20","6","9","14","19","12","14","16","24","0","12","47","38","16","15","31","30","27","18","0","12","22","17","5","8","24","22","18","20","6","9","0","12","140","39","56","29","19","14","7","10","12","9","0","12","0","12","0","12","0","12","37","26","0","12","0","12","37","26","0","12","0","12","0","12","0","12","45","26","5","7","0","12","0","12","0","12","15","17","0","12","25","19","39","22","12","13","27","21","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US530530704012","Block Group 2, Census Tract 704.01, Pierce County, Washington"
